#airline_name	IATA_country_source	airport_source	IATA_destination_country	destination_country
FR	Italy	CIA	Germany	FKB
FR	Italy	CIA	Germany	FMM
FR	Italy	CIA	Sweden	GSE
FR	Italy	CIA	Germany	HHN
FR	Italy	CIA	Spain	IBZ
FR	Italy	CIA	Poland	KRK
FR	Italy	CIA	Spain	MAD
FR	Italy	CIA	United Kingdom	MAN
FR	Italy	CIA	France	MRS
FR	Italy	CIA	Germany	NRN
FR	Italy	CIA	Sweden	NYO
FR	Italy	CIA	Portugal	OPO
FR	Italy	CIA	United Kingdom	PIK
FR	Italy	CIA	Spain	PMI
FR	Italy	CIA	Poland	POZ
FR	Italy	CIA	Morocco	RAK
FR	Italy	CIA	Rygge	RYG
FR	Italy	CIA	Spain	SDR
FR	Italy	CIA	Greece	SKG
FR	Italy	CIA	United Kingdom	STN
FR	Italy	CIA	Spain	SVQ
FR	Italy	CIA	Italy	TPS
FR	Italy	CIA	Spain	VLC
FR	Italy	CIA	Lithuania	VNO
FR	Italy	CIA	Poland	WMI
FR	Italy	CIA	Poland	WRO
FR	Italy	CIY	Italy	CIA
FR	Italy	CIY	Belgium	CRL
FR	Italy	CIY	Ireland	DUB
FR	Italy	CIY	Germany	HHN
FR	Italy	CIY	Lithuania	KUN
FR	Italy	CIY	Italy	PSA
FR	Italy	CIY	United Kingdom	STN
FR	Belgium	CRL	Spain	ACE
FR	Belgium	CRL	Morocco	AGA
FR	Belgium	CRL	Spain	AGP
FR	Belgium	CRL	Italy	AHO
FR	Belgium	CRL	Spain	ALC
FR	Belgium	CRL	Italy	AOI
FR	Belgium	CRL	Spain	BCN
FR	Belgium	CRL	Italy	BDS
FR	Belgium	CRL	Italy	BGY
FR	Belgium	CRL	France	BIQ
FR	Belgium	CRL	Italy	BLQ
FR	Belgium	CRL	France	BOD
FR	Belgium	CRL	Italy	BRI
FR	Belgium	CRL	Slovakia	BTS
FR	Belgium	CRL	Hungary	BUD
FR	Belgium	CRL	Italy	CAG
FR	Belgium	CRL	France	CCF
FR	Belgium	CRL	Greece	CFU
FR	Belgium	CRL	Greece	CHQ
FR	Belgium	CRL	Italy	CIA
FR	Belgium	CRL	Italy	CIY
FR	Belgium	CRL	Ireland	DUB
FR	Belgium	CRL	United Kingdom	EDI
FR	Belgium	CRL	France	EGC
FR	Belgium	CRL	Portugal	FAO
FR	Belgium	CRL	Morocco	FEZ
FR	Belgium	CRL	France	FNI
FR	Belgium	CRL	France	FSC
FR	Belgium	CRL	Spain	FUE
FR	Belgium	CRL	Italy	GOA
FR	Belgium	CRL	Spain	GRO
FR	Belgium	CRL	Spain	IBZ
FR	Belgium	CRL	Poland	KRK
FR	Belgium	CRL	Spain	LEI
FR	Belgium	CRL	Spain	LPA
FR	Belgium	CRL	France	LRH
FR	Belgium	CRL	Spain	MAD
FR	Belgium	CRL	United Kingdom	MAN
FR	Belgium	CRL	France	MPL
FR	Belgium	CRL	France	MRS
FR	Belgium	CRL	Morocco	NDR
FR	Belgium	CRL	Sweden	NYO
FR	Belgium	CRL	Portugal	OPO
FR	Belgium	CRL	Morocco	OUD
FR	Belgium	CRL	Italy	PEG
FR	Belgium	CRL	Cyprus	PFO
FR	Belgium	CRL	France	PGF
FR	Belgium	CRL	Spain	PMI
FR	Belgium	CRL	Italy	PSA
FR	Belgium	CRL	Italy	PSR
FR	Belgium	CRL	Croatia	PUY
FR	Belgium	CRL	Morocco	RAK
FR	Belgium	CRL	Morocco	RBA
FR	Belgium	CRL	France	RDZ
FR	Belgium	CRL	Spain	REU
FR	Belgium	CRL	Greece	RHO
FR	Belgium	CRL	Rygge	RYG
FR	Belgium	CRL	Spain	SDR
FR	Belgium	CRL	Greece	SKG
FR	Belgium	CRL	Italy	SUF
FR	Belgium	CRL	Spain	SVQ
FR	Belgium	CRL	Spain	TFS
FR	Belgium	CRL	Montenegro	TGD
FR	Belgium	CRL	Morocco	TNG
FR	Belgium	CRL	Italy	TPS
FR	Belgium	CRL	Italy	TRN
FR	Belgium	CRL	Italy	TRS
FR	Belgium	CRL	Italy	TSF
FR	Belgium	CRL	Spain	VLC
FR	Belgium	CRL	Lithuania	VNO
FR	Belgium	CRL	Greece	VOL
FR	Belgium	CRL	Poland	WMI
FR	Belgium	CRL	Croatia	ZAD
FR	Belgium	CRL	Spain	ZAZ
FR	Belgium	CRL	Greece	ZTH
FR	Italy	CTA	Italy	BGY
FR	Italy	CTA	Italy	BLQ
FR	Italy	CTA	Netherlands	EIN
FR	Italy	CTA	Italy	FCO
FR	Italy	CTA	Spain	MAD
FR	Italy	CTA	France	MRS
FR	Italy	CTA	Italy	TRN
FR	Italy	CTA	Italy	TSF
FR	Italy	CUF	Italy	AHO
FR	Italy	CUF	Italy	CAG
FR	Italy	CUF	Italy	TPS
FR	France	DLE	Portugal	LIS
FR	France	DLE	Portugal	OPO
FR	France	DLE	Morocco	RAK
FR	France	DNR	United Kingdom	EMA
FR	France	DNR	United Kingdom	STN
FR	Germany	DTM	Spain	AGP
FR	Germany	DTM	Italy	AHO
FR	Germany	DTM	Portugal	FAO
FR	Germany	DTM	Spain	GRO
FR	Germany	DTM	Poland	KRK
FR	Germany	DTM	Portugal	OPO
FR	Germany	DTM	Spain	PMI
FR	Germany	DTM	United Kingdom	STN
FR	Ireland	DUB	Spain	ACE
FR	Ireland	DUB	Spain	AGP
FR	Ireland	DUB	Italy	AHO
FR	Ireland	DUB	Spain	ALC
FR	Ireland	DUB	Spain	BCN
FR	Ireland	DUB	Italy	BGY
FR	Ireland	DUB	United Kingdom	BHX
FR	Ireland	DUB	France	BIQ
FR	Ireland	DUB	Italy	BLQ
FR	Ireland	DUB	Germany	BRE
FR	Ireland	DUB	Italy	BRI
FR	Ireland	DUB	United Kingdom	BRS
FR	Ireland	DUB	France	BSL
FR	Ireland	DUB	Slovakia	BTS
FR	Ireland	DUB	Hungary	BUD
FR	Ireland	DUB	France	BVA
FR	Ireland	DUB	Poland	BZG
FR	Ireland	DUB	France	CCF
FR	Ireland	DUB	Greece	CHQ
FR	Ireland	DUB	Italy	CIA
FR	Ireland	DUB	Italy	CIY
FR	Ireland	DUB	Belgium	CRL
FR	Ireland	DUB	United Kingdom	EDI
FR	Ireland	DUB	Netherlands	EIN
FR	Ireland	DUB	United Kingdom	EMA
FR	Ireland	DUB	Portugal	FAO
FR	Ireland	DUB	Germany	FMM
FR	Ireland	DUB	Spain	FUE
FR	Ireland	DUB	Poland	GDN
FR	Ireland	DUB	Spain	GRO
FR	Ireland	DUB	Germany	HHN
FR	Ireland	DUB	Spain	IBZ
FR	Ireland	DUB	Poland	KRK
FR	Ireland	DUB	Poland	KTW
FR	Ireland	DUB	Lithuania	KUN
FR	Ireland	DUB	United Kingdom	LBA
FR	Ireland	DUB	Spain	LEI
FR	Ireland	DUB	United Kingdom	LGW
FR	Ireland	DUB	Portugal	LIS
FR	Ireland	DUB	Spain	LPA
FR	Ireland	DUB	United Kingdom	LPL
FR	Ireland	DUB	France	LRH
FR	Ireland	DUB	United Kingdom	LTN
FR	Ireland	DUB	Spain	MAD
FR	Ireland	DUB	United Kingdom	MAN
FR	Ireland	DUB	Spain	MJV
FR	Ireland	DUB	Malta	MLA
FR	Ireland	DUB	France	NCE
FR	Ireland	DUB	United Kingdom	NCL
FR	Ireland	DUB	France	NTE
FR	Ireland	DUB	Portugal	OPO
FR	Ireland	DUB	Romania	OTP
FR	Ireland	DUB	United Kingdom	PIK
FR	Ireland	DUB	Spain	PMI
FR	Ireland	DUB	Poland	POZ
FR	Ireland	DUB	Czech Republic	PRG
FR	Ireland	DUB	Italy	PSA
FR	Ireland	DUB	Morocco	RAK
FR	Ireland	DUB	France	RDZ
FR	Ireland	DUB	Spain	REU
FR	Ireland	DUB	Latvia	RIX
FR	Ireland	DUB	Rygge	RYG
FR	Ireland	DUB	Poland	RZE
FR	Ireland	DUB	Spain	SDR
FR	Ireland	DUB	United Kingdom	STN
FR	Ireland	DUB	Spain	SVQ
FR	Ireland	DUB	Germany	SXF
FR	Ireland	DUB	Poland	SZZ
FR	Ireland	DUB	Spain	TFS
FR	Ireland	DUB	Italy	TSF
FR	Ireland	DUB	France	TUF
FR	Ireland	DUB	Spain	VLC
FR	Ireland	DUB	Lithuania	VNO
FR	Ireland	DUB	Poland	WMI
FR	Ireland	DUB	Poland	WRO
FR	Ireland	DUB	Croatia	ZAD
FR	France	EBU	Morocco	FEZ
FR	France	EBU	Portugal	OPO
FR	United Kingdom	EDI	Spain	ACE
FR	United Kingdom	EDI	Spain	AGP
FR	United Kingdom	EDI	Spain	ALC
FR	United Kingdom	EDI	Spain	BCN
FR	United Kingdom	EDI	Italy	BLQ
FR	United Kingdom	EDI	France	BOD
FR	United Kingdom	EDI	Germany	BRE
FR	United Kingdom	EDI	Slovakia	BTS
FR	United Kingdom	EDI	France	BZR
FR	United Kingdom	EDI	Greece	CFU
FR	United Kingdom	EDI	Italy	CIA
FR	United Kingdom	EDI	Belgium	CRL
FR	United Kingdom	EDI	Ireland	DUB
FR	United Kingdom	EDI	Portugal	FAO
FR	United Kingdom	EDI	Spain	FUE
FR	United Kingdom	EDI	Poland	GDN
FR	United Kingdom	EDI	Sweden	GSE
FR	United Kingdom	EDI	Germany	HHN
FR	United Kingdom	EDI	Poland	KRK
FR	United Kingdom	EDI	Lithuania	KUN
FR	United Kingdom	EDI	Spain	LPA
FR	United Kingdom	EDI	Malta	MLA
FR	United Kingdom	EDI	France	MRS
FR	United Kingdom	EDI	Germany	NRN
FR	United Kingdom	EDI	Spain	PMI
FR	United Kingdom	EDI	Poland	POZ
FR	United Kingdom	EDI	Italy	PSA
FR	United Kingdom	EDI	Rygge	RYG
FR	United Kingdom	EDI	Spain	SDR
FR	United Kingdom	EDI	Spain	TFS
FR	Greece	EFL	United Kingdom	STN
FR	France	EGC	United Kingdom	BRS
FR	France	EGC	Belgium	CRL
FR	France	EGC	United Kingdom	EMA
FR	France	EGC	United Kingdom	LPL
FR	France	EGC	United Kingdom	STN
FR	Netherlands	EIN	Spain	ACE
FR	Netherlands	EIN	Spain	AGP
FR	Netherlands	EIN	Italy	AHO
FR	Netherlands	EIN	Spain	ALC
FR	Netherlands	EIN	Italy	BDS
FR	Netherlands	EIN	Italy	BGY
FR	Netherlands	EIN	France	CCF
FR	Netherlands	EIN	Greece	CFU
FR	Netherlands	EIN	Greece	CHQ
FR	Netherlands	EIN	Italy	CIA
FR	Netherlands	EIN	Italy	CTA
FR	Netherlands	EIN	Ireland	DUB
FR	Netherlands	EIN	Portugal	FAO
FR	Netherlands	EIN	Morocco	FEZ
FR	Netherlands	EIN	Spain	GRO
FR	Netherlands	EIN	Spain	IBZ
FR	Netherlands	EIN	Poland	KRK
FR	Netherlands	EIN	Spain	LPA
FR	Netherlands	EIN	Spain	MJV
FR	Netherlands	EIN	Malta	MLA
FR	Netherlands	EIN	France	MRS
FR	Netherlands	EIN	Ireland	NOC
FR	Netherlands	EIN	Portugal	OPO
FR	Netherlands	EIN	Spain	PMI
FR	Netherlands	EIN	Italy	PSA
FR	Netherlands	EIN	Morocco	RAK
FR	Netherlands	EIN	Spain	REU
FR	Netherlands	EIN	United Kingdom	STN
FR	Netherlands	EIN	Spain	SVQ
FR	Netherlands	EIN	Italy	TPS
FR	Netherlands	EIN	Italy	TSF
FR	Netherlands	EIN	Poland	WMI
FR	United Kingdom	EMA	Spain	ACE
FR	United Kingdom	EMA	Spain	AGP
FR	United Kingdom	EMA	Spain	ALC
FR	United Kingdom	EMA	Spain	BCN
FR	United Kingdom	EMA	Italy	BGY
FR	United Kingdom	EMA	France	CCF
FR	United Kingdom	EMA	Greece	CFU
FR	United Kingdom	EMA	Greece	CHQ
FR	United Kingdom	EMA	Italy	CIA
FR	United Kingdom	EMA	France	DNR
FR	United Kingdom	EMA	Ireland	DUB
FR	United Kingdom	EMA	France	EGC
FR	United Kingdom	EMA	Portugal	FAO
FR	United Kingdom	EMA	Spain	FUE
FR	United Kingdom	EMA	Spain	GRO
FR	United Kingdom	EMA	Spain	IBZ
FR	United Kingdom	EMA	Poland	KRK
FR	United Kingdom	EMA	Spain	LEI
FR	United Kingdom	EMA	France	LIG
FR	United Kingdom	EMA	Spain	LPA
FR	United Kingdom	EMA	France	LRH
FR	United Kingdom	EMA	Spain	MAH
FR	United Kingdom	EMA	Spain	MJV
FR	United Kingdom	EMA	Ireland	NOC
FR	United Kingdom	EMA	Ireland	ORK
FR	United Kingdom	EMA	Spain	PMI
FR	United Kingdom	EMA	Italy	PSA
FR	United Kingdom	EMA	Spain	REU
FR	United Kingdom	EMA	Greece	RHO
FR	United Kingdom	EMA	Latvia	RIX
FR	United Kingdom	EMA	Poland	RZE
FR	United Kingdom	EMA	Germany	SXF
FR	United Kingdom	EMA	Spain	TFS
FR	United Kingdom	EMA	Italy	TSF
FR	United Kingdom	EMA	Spain	VLC
FR	United Kingdom	EMA	Poland	WMI
FR	United Kingdom	EMA	Poland	WRO
FR	Morocco	ESU	France	MRS
FR	Portugal	FAO	United Kingdom	BHX
FR	Portugal	FAO	Denmark	BLL
FR	Portugal	FAO	United Kingdom	BOH
FR	Portugal	FAO	Germany	BRE
FR	Portugal	FAO	United Kingdom	BRS
FR	Portugal	FAO	France	BVA
FR	Portugal	FAO	Germany	CGN
FR	Portugal	FAO	Belgium	CRL
FR	Portugal	FAO	Germany	DTM
FR	Portugal	FAO	Ireland	DUB
FR	Portugal	FAO	United Kingdom	EDI
FR	Portugal	FAO	Netherlands	EIN
FR	Portugal	FAO	United Kingdom	EMA
FR	Portugal	FAO	Germany	FMM
FR	Portugal	FAO	Germany	HHN
FR	Portugal	FAO	Ireland	KIR
FR	Portugal	FAO	United Kingdom	LBA
FR	Portugal	FAO	United Kingdom	LDY
FR	Portugal	FAO	Portugal	LIS
FR	Portugal	FAO	United Kingdom	LPL
FR	Portugal	FAO	United Kingdom	MAN
FR	Portugal	FAO	Netherlands	MST
FR	Portugal	FAO	Ireland	NOC
FR	Portugal	FAO	Germany	NRN
FR	Portugal	FAO	Portugal	OPO
FR	Portugal	FAO	Ireland	ORK
FR	Portugal	FAO	United Kingdom	PIK
FR	Portugal	FAO	Ireland	SNN
FR	Portugal	FAO	United Kingdom	STN
FR	Italy	FCO	Spain	BCN
FR	Italy	FCO	Belgium	BRU
FR	Italy	FCO	Italy	CTA
FR	Italy	FCO	Italy	PMO
FR	Italy	FCO	Italy	SUF
FR	Morocco	FEZ	Spain	BCN
FR	Morocco	FEZ	Italy	BGY
FR	Morocco	FEZ	France	BVA
FR	Morocco	FEZ	Belgium	CRL
FR	Morocco	FEZ	France	EBU
FR	Morocco	FEZ	Netherlands	EIN
FR	Morocco	FEZ	France	FNI
FR	Morocco	FEZ	Germany	HHN
FR	Morocco	FEZ	France	MRS
FR	Morocco	FEZ	Germany	NRN
FR	Morocco	FEZ	France	NTE
FR	Morocco	FEZ	Italy	PSA
FR	Morocco	FEZ	United Kingdom	STN
FR	Germany	FKB	Spain	ACE
FR	Germany	FKB	Spain	AGP
FR	Germany	FKB	Spain	ALC
FR	Germany	FKB	Italy	BRI
FR	Germany	FKB	Italy	CAG
FR	Germany	FKB	Italy	CIA
FR	Germany	FKB	Spain	GRO
FR	Germany	FKB	Spain	LPA
FR	Germany	FKB	Portugal	OPO
FR	Germany	FKB	Spain	PMI
FR	Germany	FKB	Greece	SKG
FR	Germany	FKB	United Kingdom	STN
FR	Germany	FKB	Spain	TFS
FR	Germany	FKB	Italy	TPS
FR	Germany	FKB	Croatia	ZAD
FR	Germany	FMM	Spain	AGP
FR	Germany	FMM	Italy	AHO
FR	Germany	FMM	Spain	ALC
FR	Germany	FMM	Greece	CHQ
FR	Germany	FMM	Italy	CIA
FR	Germany	FMM	Ireland	DUB
FR	Germany	FMM	Portugal	FAO
FR	Germany	FMM	Spain	GRO
FR	Germany	FMM	Portugal	OPO
FR	Germany	FMM	Spain	PMI
FR	Germany	FMM	Ireland	SNN
FR	Germany	FMM	United Kingdom	STN
FR	Germany	FMM	Spain	TFS
FR	Germany	FMM	Italy	TPS
FR	Germany	FMO	Spain	AGP
FR	Germany	FMO	Spain	GRO
FR	France	FNI	Belgium	CRL
FR	France	FNI	Morocco	FEZ
FR	France	FNI	United Kingdom	LPL
FR	France	FNI	United Kingdom	LTN
FR	France	FSC	Belgium	CRL
FR	Spain	FUE	Spain	BCN
FR	Spain	FUE	Italy	BGY
FR	Spain	FUE	United Kingdom	BHX
FR	Spain	FUE	United Kingdom	BOH
FR	Spain	FUE	Germany	BRE
FR	Spain	FUE	Belgium	CRL
FR	Spain	FUE	Ireland	DUB
FR	Spain	FUE	United Kingdom	EDI
FR	Spain	FUE	United Kingdom	EMA
FR	Spain	FUE	United Kingdom	LBA
FR	Spain	FUE	United Kingdom	LPL
FR	Spain	FUE	United Kingdom	LTN
FR	Spain	FUE	Spain	MAD
FR	Spain	FUE	United Kingdom	MAN
FR	Spain	FUE	Germany	NRN
FR	Spain	FUE	Ireland	ORK
FR	Spain	FUE	United Kingdom	PIK
FR	Spain	FUE	Italy	PSA
FR	Spain	FUE	Ireland	SNN
FR	Spain	FUE	United Kingdom	STN
FR	Poland	GDN	United Kingdom	BHX
FR	Poland	GDN	United Kingdom	BRS
FR	Poland	GDN	Ireland	DUB
FR	Poland	GDN	United Kingdom	EDI
FR	Poland	GDN	United Kingdom	LBA
FR	Poland	GDN	United Kingdom	MAN
FR	Poland	GDN	Ireland	ORK
FR	Poland	GDN	Italy	PSA
FR	Poland	GDN	Rygge	RYG
FR	Poland	GDN	United Kingdom	STN
FR	Poland	GDN	Poland	WMI
FR	Italy	GOA	Italy	BRI
FR	Italy	GOA	Italy	CAG
FR	Italy	GOA	Belgium	CRL
FR	Italy	GOA	United Kingdom	STN
FR	Italy	GOA	Italy	TPS
FR	Greece	GPA	Cyprus	PFO
FR	Spain	GRO	Italy	AHO
FR	Spain	GRO	Italy	BDS
FR	Spain	GRO	Italy	BGY
FR	Spain	GRO	Denmark	BLL
FR	Spain	GRO	United Kingdom	BOH
FR	Spain	GRO	Germany	BRE
FR	Spain	GRO	United Kingdom	BRS
FR	Spain	GRO	Slovakia	BTS
FR	Spain	GRO	France	BVA
FR	Spain	GRO	Italy	CAG
FR	Spain	GRO	Germany	CGN
FR	Spain	GRO	Belgium	CRL
FR	Spain	GRO	Germany	DTM
FR	Spain	GRO	Ireland	DUB
FR	Spain	GRO	Netherlands	EIN
FR	Spain	GRO	United Kingdom	EMA
FR	Spain	GRO	Germany	FKB
FR	Spain	GRO	Germany	FMM
FR	Spain	GRO	Germany	FMO
FR	Spain	GRO	Netherlands	GRQ
FR	Spain	GRO	Germany	HHN
FR	Spain	GRO	Spain	IBZ
FR	Spain	GRO	Poland	KRK
FR	Spain	GRO	United Kingdom	LBA
FR	Spain	GRO	Finland	LPP
FR	Spain	GRO	United Kingdom	LTN
FR	Spain	GRO	United Kingdom	MAN
FR	Spain	GRO	Malta	MLA
FR	Spain	GRO	Netherlands	MST
FR	Spain	GRO	United Kingdom	NCL
FR	Spain	GRO	Germany	NRN
FR	Spain	GRO	Spain	PMI
FR	Spain	GRO	Poland	POZ
FR	Spain	GRO	Italy	PSA
FR	Spain	GRO	Italy	PSR
FR	Spain	GRO	Morocco	RAK
FR	Spain	GRO	Morocco	RBA
FR	Spain	GRO	Sweden	SFT
FR	Spain	GRO	Greece	SKG
FR	Spain	GRO	United Kingdom	STN
FR	Spain	GRO	Estonia	TLL
FR	Spain	GRO	Finland	TMP
FR	Spain	GRO	Italy	TPS
FR	Spain	GRO	Poland	WRO
FR	Netherlands	GRQ	Spain	GRO
FR	Netherlands	GRQ	Spain	PMI
FR	Sweden	GSE	Spain	AGP
FR	Sweden	GSE	Italy	AHO
FR	Sweden	GSE	Spain	ALC
FR	Sweden	GSE	Italy	BGY
FR	Sweden	GSE	France	BVA
FR	Sweden	GSE	Italy	CIA
FR	Sweden	GSE	United Kingdom	EDI
FR	Sweden	GSE	Malta	MLA
FR	Sweden	GSE	France	MRS
FR	Sweden	GSE	Spain	PMI
FR	Sweden	GSE	Italy	PSA
FR	Sweden	GSE	United Kingdom	STN
FR	Sweden	GSE	Croatia	ZAD
FR	Norway	HAU	Spain	AGP
FR	Norway	HAU	Spain	ALC
FR	Norway	HAU	Germany	BRE
FR	Norway	HAU	Italy	PSA
FR	Norway	HAU	United Kingdom	STN
FR	Norway	HAU	Croatia	ZAD
FR	Germany	HHN	Spain	ACE
FR	Germany	HHN	Spain	AGP
FR	Germany	HHN	Italy	AHO
FR	Germany	HHN	Spain	ALC
FR	Germany	HHN	Italy	BGY
FR	Germany	HHN	Italy	BRI
FR	Germany	HHN	Italy	CAG
FR	Germany	HHN	Greece	CHQ
FR	Germany	HHN	Italy	CIA
FR	Germany	HHN	Italy	CIY
FR	Germany	HHN	Ireland	DUB
FR	Germany	HHN	United Kingdom	EDI
FR	Germany	HHN	Portugal	FAO
FR	Germany	HHN	Morocco	FEZ
FR	Germany	HHN	Spain	GRO
FR	Germany	HHN	Spain	IBZ
FR	Germany	HHN	Ireland	KIR
FR	Germany	HHN	Lithuania	KUN
FR	Germany	HHN	Portugal	LIS
FR	Germany	HHN	France	MPL
FR	Germany	HHN	Morocco	NDR
FR	Germany	HHN	Portugal	OPO
FR	Germany	HHN	Bulgaria	PDV
FR	Germany	HHN	Spain	PMI
FR	Germany	HHN	Italy	PSA
FR	Germany	HHN	Italy	PSR
FR	Germany	HHN	Croatia	PUY
FR	Germany	HHN	Morocco	RAK
FR	Germany	HHN	Spain	REU
FR	Germany	HHN	Latvia	RIX
FR	Germany	HHN	Spain	SCQ
FR	Germany	HHN	Spain	SDR
FR	Germany	HHN	Greece	SKG
FR	Germany	HHN	United Kingdom	STN
FR	Germany	HHN	Italy	SUF
FR	Germany	HHN	Spain	TFS
FR	Germany	HHN	Finland	TMP
FR	Germany	HHN	Italy	TPS
FR	Germany	HHN	Italy	TSF
FR	Germany	HHN	Spain	VLC
FR	Germany	HHN	Greece	VOL
FR	Germany	HHN	Spain	XRY
FR	Germany	HHN	Croatia	ZAD
FR	Spain	IBZ	Spain	AGP
FR	Spain	IBZ	Spain	BCN
FR	Spain	IBZ	Italy	BGY
FR	Spain	IBZ	United Kingdom	BHX
FR	Spain	IBZ	Italy	BLQ
FR	Spain	IBZ	United Kingdom	BOH
FR	Spain	IBZ	United Kingdom	BRS
FR	Spain	IBZ	Italy	CIA
FR	Spain	IBZ	Belgium	CRL
FR	Spain	IBZ	Ireland	DUB
FR	Spain	IBZ	Netherlands	EIN
FR	Spain	IBZ	United Kingdom	EMA
FR	Spain	IBZ	Spain	GRO
FR	Spain	IBZ	Germany	HHN
FR	Spain	IBZ	United Kingdom	LBA
FR	Spain	IBZ	United Kingdom	LPL
FR	Spain	IBZ	Spain	MAD
FR	Spain	IBZ	United Kingdom	MAN
FR	Spain	IBZ	France	MRS
FR	Spain	IBZ	Germany	NRN
FR	Spain	IBZ	United Kingdom	PIK
FR	Spain	IBZ	Italy	PSA
FR	Spain	IBZ	United Kingdom	STN
FR	Spain	IBZ	Spain	VLC
FR	Greece	KGS	Italy	BGY
FR	Greece	KGS	Poland	KRK
FR	Greece	KGS	Lithuania	KUN
FR	Greece	KGS	United Kingdom	LBA
FR	Greece	KGS	United Kingdom	LPL
FR	Greece	KGS	Rygge	RYG
FR	Greece	KGS	United Kingdom	STN
FR	Ireland	KIR	Spain	ALC
FR	Ireland	KIR	Portugal	FAO
FR	Ireland	KIR	Germany	HHN
FR	Ireland	KIR	United Kingdom	LTN
FR	Ireland	KIR	United Kingdom	STN
FR	Poland	KRK	Spain	AGP
FR	Poland	KRK	Spain	ALC
FR	Poland	KRK	Italy	BGY
FR	Poland	KRK	United Kingdom	BHX
FR	Poland	KRK	Italy	BLQ
FR	Poland	KRK	France	BVA
FR	Poland	KRK	Italy	CAG
FR	Poland	KRK	Italy	CIA
FR	Poland	KRK	Belgium	CRL
FR	Poland	KRK	Germany	DTM
FR	Poland	KRK	Ireland	DUB
FR	Poland	KRK	United Kingdom	EDI
FR	Poland	KRK	Netherlands	EIN
FR	Poland	KRK	United Kingdom	EMA
FR	Poland	KRK	Spain	GRO
FR	Poland	KRK	Greece	KGS
FR	Poland	KRK	United Kingdom	LBA
FR	Poland	KRK	United Kingdom	LPL
FR	Poland	KRK	Spain	MAD
FR	Poland	KRK	United Kingdom	MAN
FR	Poland	KRK	Malta	MLA
FR	Poland	KRK	Sweden	NYO
FR	Poland	KRK	Cyprus	PFO
FR	Poland	KRK	Italy	PSA
FR	Poland	KRK	Rygge	RYG
FR	Poland	KRK	Ireland	SNN
FR	Poland	KRK	United Kingdom	STN
FR	Poland	KRK	Italy	TPS
FR	Poland	KTW	Spain	ALC
FR	Poland	KTW	United Kingdom	BHX
FR	Poland	KTW	Greece	CHQ
FR	Poland	KTW	Ireland	DUB
FR	Poland	KTW	United Kingdom	STN
FR	Lithuania	KUN	Spain	ALC
FR	Lithuania	KUN	United Kingdom	BHX
FR	Lithuania	KUN	United Kingdom	BRS
FR	Lithuania	KUN	Italy	CAG
FR	Lithuania	KUN	Italy	CIY
FR	Lithuania	KUN	Ireland	DUB
FR	Lithuania	KUN	United Kingdom	EDI
FR	Lithuania	KUN	Germany	HHN
FR	Lithuania	KUN	Greece	KGS
FR	Lithuania	KUN	United Kingdom	LGW
FR	Lithuania	KUN	United Kingdom	LTN
FR	Lithuania	KUN	Malta	MLA
FR	Lithuania	KUN	Ireland	NOC
FR	Lithuania	KUN	Cyprus	PFO
FR	Lithuania	KUN	Spain	PMI
FR	Lithuania	KUN	Greece	RHO
FR	Lithuania	KUN	Rygge	RYG
FR	Lithuania	KUN	United Kingdom	STN
FR	Lithuania	KUN	Italy	TPS
FR	United Kingdom	LBA	Spain	ACE
FR	United Kingdom	LBA	Spain	AGP
FR	United Kingdom	LBA	Spain	ALC
FR	United Kingdom	LBA	Italy	BGY
FR	United Kingdom	LBA	Greece	CFU
FR	United Kingdom	LBA	Greece	CHQ
FR	United Kingdom	LBA	Ireland	DUB
FR	United Kingdom	LBA	Portugal	FAO
FR	United Kingdom	LBA	Spain	FUE
FR	United Kingdom	LBA	Poland	GDN
FR	United Kingdom	LBA	Spain	GRO
FR	United Kingdom	LBA	Spain	IBZ
FR	United Kingdom	LBA	Greece	KGS
FR	United Kingdom	LBA	Poland	KRK
FR	United Kingdom	LBA	France	LIG
FR	United Kingdom	LBA	Spain	MJV
FR	United Kingdom	LBA	Malta	MLA
FR	United Kingdom	LBA	France	MPL
FR	United Kingdom	LBA	Spain	PMI
FR	United Kingdom	LBA	Italy	PSA
FR	United Kingdom	LBA	Spain	TFS
FR	United Kingdom	LBA	Italy	TSF
FR	Germany	LBC	Italy	BGY
FR	Germany	LBC	Spain	PMI
FR	Germany	LBC	Italy	PSA
FR	France	LDE	Italy	BGY
FR	France	LDE	United Kingdom	STN
FR	United Kingdom	LDY	United Kingdom	BHX
FR	United Kingdom	LDY	Portugal	FAO
FR	United Kingdom	LDY	United Kingdom	LPL
FR	United Kingdom	LDY	United Kingdom	PIK
FR	United Kingdom	LDY	United Kingdom	STN
FR	Spain	LEI	Belgium	CRL
FR	Spain	LEI	Ireland	DUB
FR	Spain	LEI	United Kingdom	EMA
FR	Spain	LEI	Germany	NRN
FR	Spain	LEI	United Kingdom	STN
FR	Germany	LEJ	United Kingdom	STN
FR	United Kingdom	LGW	Ireland	DUB
FR	United Kingdom	LGW	Lithuania	KUN
FR	United Kingdom	LGW	Ireland	ORK
FR	United Kingdom	LGW	Ireland	SNN
FR	United Kingdom	LGW	Spain	SVQ
FR	France	LIG	United Kingdom	BRS
FR	France	LIG	United Kingdom	EMA
FR	France	LIG	United Kingdom	LBA
FR	France	LIG	United Kingdom	LPL
